date,sp500,cpi,interest_rate,cape_ratio
1871.01,4.44,12.46,5.32,
1871.02,4.5,12.84,5.32,
1871.03,4.61,13.03,5.33,
1871.04,4.74,12.56,5.33,
1871.05,4.86,12.27,5.33,
1871.06,4.82,12.08,5.34,
1871.07,4.73,12.08,5.34,
1871.08,4.79,11.89,5.34,
1871.09,4.84,12.18,5.35,
1871.1,4.59,12.37,5.35,
1871.11,4.64,12.37,5.35,
1871.12,4.74,12.65,5.36,
1872.01,4.86,12.65,5.36,
1872.02,4.88,12.65,5.38,
1872.03,5.04,12.84,5.4,
1872.04,5.18,13.13,5.42,
1872.05,5.18,13.13,5.43,
1872.06,5.13,13.03,5.45,
1872.07,5.1,12.84,5.47,
1872.08,5.04,12.94,5.49,
1872.09,4.95,13.03,5.51,
1872.1,4.97,12.75,5.53,
1872.11,4.95,13.13,5.54,
1872.12,5.07,12.94,5.56,
1873.01,5.11,12.94,5.58,
1873.02,5.15,13.23,5.57,
1873.03,5.11,13.23,5.56,
1873.04,5.04,13.23,5.55,
1873.05,5.05,12.94,5.54,
1873.06,4.98,12.56,5.53,
1873.07,4.97,12.56,5.53,
1873.08,4.97,12.56,5.52,
1873.09,4.59,12.56,5.51,
1873.1,4.19,12.27,5.5,
1873.11,4.04,11.89,5.49,
1873.12,4.42,12.18,5.48,
1874.01,4.66,12.37,5.47,
1874.02,4.8,12.37,5.44,
1874.03,4.73,12.37,5.4,
1874.04,4.6,12.18,5.37,
1874.05,4.48,12.08,5.34,
1874.06,4.46,11.8,5.3,
1874.07,4.46,11.89,5.27,
1874.08,4.47,11.8,5.24,
1874.09,4.54,11.8,5.2,
1874.1,4.53,11.61,5.17,
1874.11,4.57,11.51,5.14,
1874.12,4.54,11.51,5.1,
1875.01,4.54,11.51,5.07,
1875.02,4.53,11.51,5.03,
1875.03,4.59,11.51,4.99,
1875.04,4.65,11.61,4.95,
1875.05,4.47,11.32,4.91,
1875.06,4.38,11.13,4.87,
1875.07,4.39,11.13,4.83,
1875.08,4.41,11.23,4.79,
1875.09,4.37,11.13,4.75,
1875.1,4.3,11.13,4.71,
1875.11,4.37,11.04,4.67,
1875.12,4.37,10.94,4.63,
1876.01,4.46,10.85,4.59,
1876.02,4.52,10.85,4.58,
1876.03,4.51,10.85,4.57,
1876.04,4.34,10.75,4.56,
1876.05,4.18,10.37,4.54,
1876.06,4.15,10.09,4.53,
1876.07,4.1,10.09,4.52,
1876.08,3.93,10.18,4.51,
1876.09,3.69,10.28,4.5,
1876.1,3.67,10.47,4.49,
1876.11,3.6,10.56,4.47,
1876.12,3.58,10.75,4.46,
1877.01,3.55,10.94,4.45,
1877.02,3.34,10.66,4.44,
1877.03,3.17,10.18,4.43,
1877.04,2.94,10.47,4.42,
1877.05,2.94,10.66,4.41,
1877.06,2.73,10.09,4.4,
1877.07,2.85,10.18,4.4,
1877.08,3.05,9.8,4.39,
1877.09,3.24,9.7,4.38,
1877.1,3.31,9.7,4.37,
1877.11,3.26,9.51,4.36,
1877.12,3.25,9.51,4.35,
1878.01,3.25,9.23,4.34,
1878.02,3.18,9.13,4.33,
1878.03,3.24,8.94,4.32,
1878.04,3.33,8.85,4.31,
1878.05,3.34,8.56,4.3,
1878.06,3.41,8.37,4.29,
1878.07,3.48,8.47,4.28,
1878.08,3.45,8.56,4.27,
1878.09,3.52,8.56,4.26,
1878.1,3.48,8.47,4.25,
1878.11,3.47,8.37,4.24,
1878.12,3.45,8.18,4.23,
1879.01,3.58,8.28,4.22,
1879.02,3.71,8.37,4.2,
1879.03,3.65,8.28,4.19,
1879.04,3.77,8.18,4.17,
1879.05,3.94,8.18,4.15,
1879.06,3.96,8.09,4.14,
1879.07,4.04,8.18,4.12,
1879.08,4.07,8.18,4.1,
1879.09,4.22,8.47,4.09,
1879.1,4.68,8.94,4.07,
1879.11,4.93,9.42,4.05,
1879.12,4.92,9.7,4.04,
1880.01,5.11,9.99,4.02,
1880.02,5.2,9.99,3.99,
1880.03,5.3,10.09,3.97,
1880.04,5.18,9.7,3.94,
1880.05,4.77,9.42,3.91,
1880.06,4.79,9.23,3.89,
1880.07,5.01,9.23,3.86,
1880.08,5.19,9.23,3.83,
1880.09,5.18,9.32,3.81,
1880.1,5.33,9.32,3.78,
1880.11,5.61,9.42,3.75,
1880.12,5.84,9.51,3.73,
1881.01,6.19,9.42,3.7,18.47
1881.02,6.17,9.51,3.69,18.15
1881.03,6.24,9.51,3.69,18.27
1881.04,6.22,9.61,3.68,17.95
1881.05,6.5,9.51,3.67,18.87
1881.06,6.58,9.51,3.67,19.03
1881.07,6.35,9.61,3.66,18.12
1881.08,6.2,9.8,3.65,17.29
1881.09,6.25,10.18,3.65,16.72
1881.1,6.15,10.28,3.64,16.26
1881.11,6.19,10.18,3.63,16.48
1881.12,6.01,10.18,3.63,15.96
1882.01,5.92,10.18,3.62,15.68
1882.02,5.79,10.28,3.62,15.15
1882.03,5.78,10.28,3.62,15.09
1882.04,5.78,10.37,3.62,14.92
1882.05,5.71,10.47,3.62,14.57
1882.06,5.68,10.56,3.62,14.33
1882.07,6.0,10.47,3.63,15.24
1882.08,6.18,10.56,3.63,15.53
1882.09,6.24,10.28,3.63,16.08
1882.1,6.07,10.18,3.63,15.76
1882.11,5.81,10.09,3.63,15.19
1882.12,5.84,9.99,3.63,15.38
1883.01,5.81,9.99,3.63,15.27
1883.02,5.68,10.09,3.63,14.76
1883.03,5.75,9.99,3.63,15.05
1883.04,5.87,9.9,3.63,15.48
1883.05,5.77,9.8,3.63,15.34
1883.06,5.82,9.51,3.63,15.9
1883.07,5.73,9.32,3.63,15.95
1883.08,5.47,9.32,3.62,15.2
1883.09,5.53,9.23,3.62,15.49
1883.1,5.38,9.23,3.62,15.05
1883.11,5.46,9.13,3.62,15.41
1883.12,5.34,9.23,3.62,14.9
1884.01,5.18,9.23,3.62,14.43
1884.02,5.32,9.23,3.61,14.81
1884.03,5.3,9.23,3.6,14.74
1884.04,5.06,9.04,3.6,14.35
1884.05,4.65,8.85,3.59,13.47
1884.06,4.46,8.85,3.58,12.91
1884.07,4.46,8.75,3.57,13.04
1884.08,4.74,8.75,3.56,13.86
1884.09,4.59,8.66,3.55,13.57
1884.1,4.44,8.56,3.55,13.27
1884.11,4.35,8.37,3.54,13.3
1884.12,4.34,8.28,3.53,13.43
1885.01,4.24,8.28,3.52,13.13
1885.02,4.37,8.37,3.51,13.38
1885.03,4.38,8.18,3.5,13.73
1885.04,4.37,8.28,3.48,13.55
1885.05,4.32,8.09,3.47,13.71
1885.06,4.3,7.9,3.46,13.98
1885.07,4.46,7.99,3.45,14.33
1885.08,4.71,7.99,3.43,15.13
1885.09,4.65,7.9,3.42,15.12
1885.1,4.92,7.9,3.41,15.99
1885.11,5.24,7.99,3.4,16.82
1885.12,5.2,8.18,3.38,16.3
1886.01,5.2,7.99,3.37,16.69
1886.02,5.3,7.99,3.38,17.01
1886.03,5.19,7.9,3.4,16.84
1886.04,5.12,7.8,3.41,16.8
1886.05,5.02,7.61,3.42,16.86
1886.06,5.25,7.52,3.43,17.83
1886.07,5.33,7.61,3.45,17.85
1886.08,5.37,7.71,3.46,17.72
1886.09,5.51,7.71,3.47,18.15
1886.1,5.65,7.71,3.48,18.56
1886.11,5.79,7.71,3.5,18.97
1886.12,5.64,7.8,3.51,18.19
1887.01,5.58,7.99,3.52,17.51
1887.02,5.54,8.09,3.53,17.13
1887.03,5.67,8.09,3.55,17.47
1887.04,5.8,8.09,3.56,17.82
1887.05,5.9,8.09,3.57,18.08
1887.06,5.73,7.99,3.58,17.71
1887.07,5.59,7.9,3.6,17.43
1887.08,5.45,7.99,3.61,16.74
1887.09,5.38,7.9,3.62,16.68
1887.1,5.2,7.99,3.63,15.88
1887.11,5.3,8.09,3.65,15.95
1887.12,5.27,8.28,3.66,15.46
1888.01,5.31,8.37,3.67,15.36
1888.02,5.28,8.28,3.65,15.42
1888.03,5.08,8.28,3.63,14.81
1888.04,5.1,8.18,3.62,15.02
1888.05,5.17,8.09,3.6,15.39
1888.06,5.01,7.99,3.58,15.08
1888.07,5.14,8.09,3.56,15.28
1888.08,5.25,8.09,3.54,15.6
1888.09,5.38,8.09,3.52,15.99
1888.1,5.35,8.18,3.51,15.72
1888.11,5.24,8.28,3.49,15.22
1888.12,5.14,8.28,3.47,14.95
1889.01,5.24,7.99,3.45,15.8
1889.02,5.3,7.9,3.45,16.19
1889.03,5.19,7.8,3.45,16.07
1889.04,5.18,7.8,3.44,16.05
1889.05,5.32,7.61,3.44,16.92
1889.06,5.41,7.61,3.44,17.22
1889.07,5.3,7.61,3.44,16.89
1889.08,5.37,7.61,3.43,17.13
1889.09,5.5,7.71,3.43,17.35
1889.1,5.4,7.71,3.43,17.05
1889.11,5.35,7.71,3.43,16.91
1889.12,5.32,7.8,3.42,16.61
1890.01,5.38,7.61,3.42,17.22
1890.02,5.32,7.61,3.44,17.03
1890.03,5.28,7.61,3.45,16.9
1890.04,5.39,7.61,3.47,17.26
1890.05,5.62,7.71,3.49,17.79
1890.06,5.58,7.71,3.5,17.68
1890.07,5.54,7.71,3.52,17.59
1890.08,5.41,7.99,3.54,16.6
1890.09,5.32,8.09,3.55,16.17
1890.1,5.08,8.09,3.57,15.48
1890.11,4.71,7.9,3.59,14.75
1890.12,4.6,7.9,3.6,14.44
1891.01,4.84,7.8,3.62,15.43
1891.02,4.9,7.9,3.62,15.48
1891.03,4.81,7.99,3.62,15.05
1891.04,4.97,8.09,3.62,15.41
1891.05,4.95,7.99,3.61,15.57
1891.06,4.85,7.8,3.61,15.66
1891.07,4.77,7.71,3.61,15.62
1891.08,4.93,7.71,3.61,16.16
1891.09,5.33,7.61,3.61,17.71
1891.1,5.33,7.61,3.61,17.72
1891.11,5.25,7.52,3.6,17.67
1891.12,5.41,7.52,3.6,18.21
1892.01,5.51,7.33,3.6,19.02
1892.02,5.52,7.33,3.61,19.04
1892.03,5.58,7.14,3.63,19.74
1892.04,5.57,7.04,3.64,19.94
1892.05,5.57,7.04,3.65,19.91
1892.06,5.54,7.04,3.66,19.77
1892.07,5.54,7.23,3.68,19.21
1892.08,5.62,7.33,3.69,19.2
1892.09,5.48,7.33,3.7,18.69
1892.1,5.59,7.33,3.71,19.04
1892.11,5.57,7.52,3.73,18.46
1892.12,5.51,7.61,3.74,18.01
1893.01,5.61,7.9,3.75,17.66
1893.02,5.51,7.99,3.75,17.13
1893.03,5.31,7.8,3.74,16.9
1893.04,5.31,7.71,3.74,17.1
1893.05,4.84,7.61,3.73,15.78
1893.06,4.61,7.42,3.73,15.42
1893.07,4.18,7.23,3.73,14.35
1893.08,4.08,6.95,3.72,14.59
1893.09,4.37,7.23,3.72,15.01
1893.1,4.5,7.33,3.71,15.27
1893.11,4.57,7.14,3.71,15.94
1893.12,4.41,7.04,3.7,15.61
1894.01,4.32,6.85,3.7,15.74
1894.02,4.38,6.76,3.68,16.2
1894.03,4.51,6.57,3.66,17.19
1894.04,4.57,6.57,3.64,17.43
1894.05,4.4,6.57,3.62,16.81
1894.06,4.34,6.57,3.6,16.61
1894.07,4.25,6.57,3.58,16.29
1894.08,4.41,6.76,3.56,16.46
1894.09,4.48,6.85,3.54,16.52
1894.1,4.34,6.66,3.52,16.5
1894.11,4.34,6.66,3.5,16.54
1894.12,4.3,6.57,3.48,16.67
1895.01,4.25,6.57,3.46,16.52
1895.02,4.19,6.57,3.47,16.33
1895.03,4.19,6.57,3.48,16.36
1895.04,4.37,6.85,3.5,16.39
1895.05,4.61,6.95,3.51,17.08
1895.06,4.7,7.04,3.52,17.21
1895.07,4.72,6.95,3.53,17.55
1895.08,4.79,6.85,3.54,18.07
1895.09,4.82,6.85,3.55,18.2
1895.1,4.75,6.85,3.57,17.94
1895.11,4.59,6.85,3.58,17.34
1895.12,4.32,6.76,3.59,16.55
1896.01,4.27,6.66,3.6,16.58
1896.02,4.45,6.57,3.58,17.52
1896.03,4.38,6.57,3.57,17.23
1896.04,4.42,6.47,3.55,17.64
1896.05,4.4,6.37,3.53,17.83
1896.06,4.32,6.28,3.52,17.78
1896.07,4.04,6.28,3.5,16.64
1896.08,3.81,6.28,3.48,15.7
1896.09,4.01,6.28,3.47,16.54
1896.1,4.1,6.47,3.45,16.44
1896.11,4.38,6.66,3.43,17.09
1896.12,4.22,6.66,3.42,16.5
1897.01,4.22,6.47,3.4,17.03
1897.02,4.18,6.47,3.4,16.89
1897.03,4.19,6.47,3.39,16.96
1897.04,4.06,6.37,3.39,16.7
1897.05,4.08,6.28,3.38,17.05
1897.06,4.27,6.28,3.38,17.85
1897.07,4.46,6.28,3.38,18.65
1897.08,4.75,6.57,3.37,19.01
1897.09,4.98,6.76,3.37,19.37
1897.1,4.82,6.66,3.36,19.03
1897.11,4.65,6.66,3.36,18.36
1897.12,4.75,6.66,3.35,18.75
1898.01,4.88,6.66,3.35,19.25
1898.02,4.87,6.76,3.33,18.92
1898.03,4.65,6.76,3.31,18.04
1898.04,4.57,6.76,3.29,17.71
1898.05,4.87,7.23,3.27,17.6
1898.06,5.06,6.76,3.25,19.54
1898.07,5.08,6.66,3.23,19.86
1898.08,5.27,6.66,3.2,20.54
1898.09,5.26,6.66,3.18,20.44
1898.1,5.15,6.66,3.16,19.95
1898.11,5.32,6.66,3.14,20.53
1898.12,5.65,6.76,3.12,21.4
1899.01,6.08,6.76,3.1,22.93
1899.02,6.31,6.95,3.1,23.05
1899.03,6.4,6.95,3.11,23.28
1899.04,6.48,7.04,3.11,23.15
1899.05,6.21,7.04,3.12,22.09
1899.06,6.07,7.14,3.12,21.21
1899.07,6.28,7.23,3.13,21.56
1899.08,6.44,7.33,3.13,21.73
1899.09,6.37,7.61,3.13,20.59
1899.1,6.34,7.71,3.14,20.15
1899.11,6.46,7.8,3.14,20.2
1899.12,6.02,7.9,3.15,18.51
1900.01,6.1,7.9,3.15,18.67
1900.02,6.21,7.99,3.15,18.7
1900.03,6.26,7.99,3.14,18.78
1900.04,6.34,7.99,3.14,18.94
1900.05,6.04,7.8,3.13,18.4
1900.06,5.86,7.71,3.13,17.99
1900.07,5.86,7.8,3.13,17.69
1900.08,5.94,7.71,3.12,18.07
1900.09,5.8,7.8,3.12,17.34
1900.1,6.01,7.71,3.11,18.1
1900.11,6.48,7.71,3.11,19.42
1900.12,6.87,7.61,3.1,20.74
1901.01,7.07,7.71,3.1,20.98
1901.02,7.25,7.61,3.11,21.68
1901.03,7.51,7.61,3.11,22.35
1901.04,8.14,7.52,3.12,24.41
1901.05,7.73,7.52,3.13,23.06
1901.06,8.5,7.52,3.13,25.24
1901.07,7.93,7.61,3.14,23.14
1901.08,8.04,7.71,3.15,23.08
1901.09,8.0,7.8,3.15,22.59
1901.1,7.91,7.8,3.16,22.25
1901.11,8.08,7.9,3.17,22.38
1901.12,7.95,7.99,3.17,21.68
1902.01,8.12,7.9,3.18,22.34
1902.02,8.19,7.9,3.19,22.46
1902.03,8.2,7.9,3.2,22.41
1902.04,8.48,7.99,3.21,22.82
1902.05,8.46,8.09,3.22,22.43
1902.06,8.41,8.18,3.23,21.96
1902.07,8.6,8.18,3.24,22.39
1902.08,8.83,8.09,3.25,23.17
1902.09,8.85,8.18,3.26,22.86
1902.1,8.57,8.75,3.27,20.6
1902.11,8.24,8.47,3.28,20.41
1902.12,8.05,8.56,3.29,19.63
1903.01,8.46,8.66,3.3,20.32
1903.02,8.41,8.66,3.31,20.11
1903.03,8.08,8.37,3.32,19.88
1903.04,7.75,8.37,3.33,18.98
1903.05,7.6,8.18,3.33,18.95
1903.06,7.18,8.18,3.34,17.82
1903.07,6.85,8.18,3.35,16.92
1903.08,6.63,8.18,3.36,16.3
1903.09,6.47,8.28,3.37,15.65
1903.1,6.26,8.18,3.38,15.25
1903.11,6.28,8.09,3.38,15.41
1903.12,6.57,8.09,3.39,16.04
1904.01,6.68,8.28,3.4,15.86
1904.02,6.5,8.47,3.41,15.02
1904.03,6.48,8.37,3.41,15.08
1904.04,6.64,8.28,3.42,15.57
1904.05,6.5,8.09,3.43,15.53
1904.06,6.51,8.09,3.43,15.47
1904.07,6.78,8.09,3.44,16.04
1904.08,7.01,8.18,3.45,16.3
1904.09,7.32,8.28,3.45,16.74
1904.1,7.75,8.28,3.46,17.63
1904.11,8.17,8.47,3.47,18.08
1904.12,8.25,8.47,3.47,18.16
1905.01,8.43,8.47,3.48,18.46
1905.02,8.8,8.47,3.48,19.17
1905.03,9.05,8.37,3.47,19.83
1905.04,8.94,8.37,3.47,19.48
1905.05,8.5,8.28,3.46,18.63
1905.06,8.6,8.28,3.46,18.74
1905.07,8.87,8.28,3.46,19.21
1905.08,9.2,8.37,3.45,19.57
1905.09,9.23,8.28,3.45,19.74
1905.1,9.36,8.28,3.44,19.9
1905.11,9.31,8.37,3.44,19.44
1905.12,9.54,8.47,3.43,19.58
1906.01,9.87,8.47,3.43,20.13
1906.02,9.8,8.47,3.45,19.87
1906.03,9.56,8.47,3.47,19.26
1906.04,9.43,8.47,3.49,18.88
1906.05,9.18,8.56,3.51,18.05
1906.06,9.3,8.56,3.53,18.17
1906.07,9.06,8.28,3.55,18.2
1906.08,9.73,8.47,3.57,18.97
1906.09,10.03,8.56,3.59,19.2
1906.1,9.73,8.75,3.61,18.1
1906.11,9.93,8.85,3.63,18.14
1906.12,9.84,8.94,3.65,17.66
1907.01,9.56,8.85,3.67,17.22
1907.02,9.26,9.04,3.69,16.22
1907.03,8.35,8.94,3.7,14.69
1907.04,8.39,8.94,3.72,14.67
1907.05,8.1,9.13,3.74,13.79
1907.06,7.84,9.23,3.75,13.14
1907.07,8.14,9.23,3.77,13.59
1907.08,7.53,9.23,3.79,12.51
1907.09,7.45,9.23,3.8,12.33
1907.1,6.64,9.32,3.82,10.83
1907.11,6.25,8.94,3.84,10.59
1907.12,6.57,8.75,3.85,11.33
1908.01,6.85,8.66,3.87,11.9
1908.02,6.6,8.56,3.86,11.55
1908.03,6.87,8.56,3.85,11.98
1908.04,7.24,8.66,3.84,12.45
1908.05,7.63,8.66,3.83,13.08
1908.06,7.64,8.66,3.82,13.05
1908.07,7.92,8.75,3.82,13.35
1908.08,8.26,8.75,3.81,13.88
1908.09,8.17,8.75,3.8,13.7
1908.1,8.27,8.85,3.79,13.69
1908.11,8.83,8.94,3.78,14.44
1908.12,9.03,9.04,3.77,14.58
1909.01,9.06,8.94,3.76,14.76
1909.02,8.8,9.04,3.77,14.17
1909.03,8.92,9.04,3.79,14.34
1909.04,9.32,9.23,3.8,14.65
1909.05,9.63,9.32,3.81,14.95
1909.06,9.8,9.42,3.82,15.04
1909.07,9.94,9.42,3.84,15.23
1909.08,10.18,9.51,3.85,15.42
1909.09,10.19,9.61,3.86,15.25
1909.1,10.23,9.8,3.87,14.99
1909.11,10.18,9.9,3.89,14.75
1909.12,10.3,9.99,3.9,14.75
1910.01,10.08,9.9,3.91,14.55
1910.02,9.72,9.9,3.92,14.0
1910.03,9.96,10.09,3.92,14.05
1910.04,9.72,10.18,3.93,13.56
1910.05,9.56,9.99,3.93,13.57
1910.06,9.1,9.9,3.94,13.02
1910.07,8.64,9.9,3.95,12.34
1910.08,8.85,9.8,3.95,12.75
1910.09,8.91,9.7,3.96,12.94
1910.1,9.32,9.42,3.96,13.92
1910.11,9.31,9.23,3.97,14.16
1910.12,9.05,9.23,3.97,13.74
1911.01,9.27,9.23,3.98,14.05
1911.02,9.43,8.94,3.98,14.72
1911.03,9.32,9.04,3.99,14.37
1911.04,9.28,8.75,3.99,14.75
1911.05,9.48,8.75,3.99,15.05
1911.06,9.67,8.75,3.99,15.33
1911.07,9.63,8.85,4.0,15.08
1911.08,9.17,9.13,4.0,13.9
1911.09,8.67,9.23,4.0,13.0
1911.1,8.72,9.23,4.0,13.07
1911.11,9.07,9.13,4.01,13.73
1911.12,9.11,9.04,4.01,13.93
1912.01,9.12,9.13,4.01,13.79
1912.02,9.04,9.23,4.05,13.53
1912.03,9.3,9.42,4.08,13.64
1912.04,9.59,9.7,4.12,13.65
1912.05,9.58,9.7,4.16,13.65
1912.06,9.58,9.61,4.19,13.79
1912.07,9.59,9.61,4.23,13.8
1912.08,9.81,9.7,4.27,13.98
1912.09,9.86,9.8,4.3,13.93
1912.1,9.84,9.8,4.34,13.91
1912.11,9.73,9.8,4.38,13.75
1912.12,9.38,9.7,4.41,13.39
1913.01,9.3,9.8,4.45,13.15
1913.02,8.97,9.8,4.43,12.68
1913.03,8.8,9.8,4.4,12.44
1913.04,8.79,9.8,4.38,12.43
1913.05,8.55,9.7,4.35,12.22
1913.06,8.12,9.8,4.33,11.49
1913.07,8.23,9.9,4.31,11.53
1913.08,8.45,9.9,4.28,11.85
1913.09,8.53,10.0,4.26,11.84
1913.1,8.26,10.0,4.23,11.47
1913.11,8.05,10.1,4.21,11.07
1913.12,8.04,10.0,4.18,11.17
1914.01,8.37,10.0,4.16,11.64
1914.02,8.48,9.9,4.17,11.91
1914.03,8.32,9.9,4.17,11.69
1914.04,8.12,9.8,4.18,11.52
1914.05,8.17,9.9,4.19,11.48
1914.06,8.13,9.9,4.19,11.43
1914.07,7.68,10.0,4.2,10.69
1914.08,7.68,10.2,4.21,10.49
1914.09,7.68,10.2,4.21,10.5
1914.1,7.68,10.1,4.22,10.61
1914.11,7.68,10.2,4.23,10.52
1914.12,7.35,10.1,4.23,10.17
1915.01,7.48,10.1,4.24,10.36
1915.02,7.38,10.0,4.22,10.33
1915.03,7.57,9.9,4.21,10.71
1915.04,8.14,10.0,4.19,11.4
1915.05,7.95,10.1,4.18,11.03
1915.06,8.04,10.1,4.16,11.15
1915.07,8.01,10.1,4.15,11.11
1915.08,8.35,10.1,4.13,11.58
1915.09,8.66,10.1,4.11,12.01
1915.1,9.14,10.2,4.1,12.55
1915.11,9.46,10.3,4.08,12.86
1915.12,9.48,10.3,4.07,12.88
1916.01,9.33,10.4,4.05,12.54
1916.02,9.2,10.4,4.07,12.35
1916.03,9.17,10.5,4.08,12.18
1916.04,9.07,10.6,4.1,11.91
1916.05,9.27,10.7,4.11,12.03
1916.06,9.36,10.8,4.13,12.0
1916.07,9.23,10.8,4.14,11.79
1916.08,9.3,10.9,4.16,11.73
1916.09,9.68,11.1,4.17,11.94
1916.1,9.98,11.3,4.19,12.05
1916.11,10.21,11.5,4.2,12.05
1916.12,9.8,11.6,4.22,11.41
1917.01,9.57,11.7,4.23,10.99
1917.02,9.03,12.0,4.26,10.06
1917.03,9.31,12.0,4.29,10.33
1917.04,9.17,12.6,4.32,9.64
1917.05,8.86,12.8,4.34,9.14
1917.06,9.04,13.0,4.37,9.15
1917.07,8.79,12.8,4.4,9.0
1917.08,8.53,13.0,4.43,8.57
1917.09,8.12,13.3,4.46,7.95
1917.1,7.68,13.5,4.49,7.39
1917.11,7.04,13.5,4.51,6.75
1917.12,6.8,13.7,4.54,6.41
1918.01,7.21,14.0,4.57,6.64
1918.02,7.43,14.1,4.56,6.78
1918.03,7.28,14.0,4.56,6.69
1918.04,7.21,14.2,4.55,6.52
1918.05,7.44,14.5,4.55,6.58
1918.06,7.45,14.7,4.54,6.5
1918.07,7.51,15.1,4.54,6.37
1918.08,7.58,15.4,4.53,6.3
1918.09,7.54,15.7,4.52,6.15
1918.1,7.86,16.0,4.52,6.29
1918.11,8.06,16.3,4.51,6.33
1918.12,7.9,16.5,4.51,6.13
1919.01,7.85,16.5,4.5,6.1
1919.02,7.88,16.2,4.54,6.24
1919.03,8.12,16.4,4.58,6.36
1919.04,8.39,16.7,4.62,6.46
1919.05,8.97,16.9,4.66,6.83
1919.06,9.21,16.9,4.7,7.02
1919.07,9.51,17.4,4.74,7.05
1919.08,8.87,17.7,4.77,6.48
1919.09,9.01,17.8,4.81,6.56
1919.1,9.47,18.1,4.85,6.79
1919.11,9.19,18.5,4.89,6.47
1919.12,8.92,18.9,4.93,6.16
1920.01,8.83,19.3,4.97,5.99
1920.02,8.1,19.5,4.98,5.46
1920.03,8.67,19.7,4.99,5.8
1920.04,8.6,20.3,5.0,5.6
1920.05,8.06,20.6,5.01,5.19
1920.06,7.92,20.9,5.02,5.04
1920.07,7.91,20.8,5.03,5.08
1920.08,7.6,20.3,5.04,5.02
1920.09,7.87,20.0,5.05,5.3
1920.1,7.88,19.9,5.06,5.35
1920.11,7.48,19.8,5.07,5.13
1920.12,6.81,19.4,5.08,4.78
1921.01,7.11,19.0,5.09,5.12
1921.02,7.06,18.4,5.02,5.27
1921.03,6.88,18.3,4.96,5.19
1921.04,6.91,18.1,4.89,5.3
1921.05,7.12,17.7,4.83,5.61
1921.06,6.55,17.6,4.76,5.22
1921.07,6.53,17.7,4.7,5.2
1921.08,6.45,17.7,4.63,5.16
1921.09,6.61,17.5,4.56,5.38
1921.1,6.7,17.5,4.5,5.48
1921.11,7.06,17.4,4.43,5.84
1921.12,7.31,17.3,4.37,6.11
1922.01,7.3,16.9,4.3,6.29
1922.02,7.46,16.9,4.31,6.46
1922.03,7.74,16.7,4.31,6.82
1922.04,8.21,16.7,4.32,7.27
1922.05,8.53,16.7,4.32,7.59
1922.06,8.45,16.7,4.33,7.56
1922.07,8.51,16.8,4.33,7.6
1922.08,8.83,16.6,4.34,8.02
1922.09,9.06,16.6,4.34,8.27
1922.1,9.26,16.7,4.35,8.43
1922.11,8.8,16.8,4.35,8.0
1922.12,8.78,16.9,4.36,7.96
1923.01,8.9,16.8,4.36,8.15
1923.02,9.28,16.8,4.34,8.53
1923.03,9.43,16.8,4.31,8.7
1923.04,9.1,16.9,4.29,8.37
1923.05,8.67,16.9,4.26,8.0
1923.06,8.34,17.0,4.24,7.67
1923.07,8.06,17.2,4.21,7.35
1923.08,8.1,17.1,4.19,7.44
1923.09,8.15,17.2,4.16,7.46
1923.1,8.03,17.3,4.14,7.32
1923.11,8.27,17.3,4.11,7.55
1923.12,8.55,17.3,4.09,7.81
1924.01,8.83,17.3,4.06,8.07
1924.02,8.87,17.2,4.04,8.16
1924.03,8.7,17.1,4.03,8.06
1924.04,8.5,17.0,4.01,7.92
1924.05,8.47,17.0,3.99,7.9
1924.06,8.63,17.0,3.98,8.05
1924.07,9.03,17.1,3.96,8.38
1924.08,9.34,17.0,3.94,8.72
1924.09,9.25,17.1,3.93,8.58
1924.1,9.13,17.2,3.91,8.42
1924.11,9.64,17.2,3.89,8.89
1924.12,10.16,17.3,3.88,9.31
1925.01,10.58,17.3,3.86,9.69
1925.02,10.67,17.2,3.85,9.83
1925.03,10.39,17.3,3.83,9.52
1925.04,10.28,17.2,3.82,9.48
1925.05,10.61,17.3,3.8,9.73
1925.06,10.8,17.5,3.79,9.8
1925.07,11.1,17.7,3.77,9.96
1925.08,11.25,17.7,3.76,10.11
1925.09,11.51,17.7,3.74,10.36
1925.1,11.89,17.7,3.73,10.72
1925.11,12.26,18.0,3.71,10.89
1925.12,12.46,17.9,3.7,11.15
1926.01,12.65,17.9,3.68,11.34
1926.02,12.67,17.9,3.65,11.39
1926.03,11.81,17.8,3.62,10.71
1926.04,11.48,17.9,3.6,10.4
1926.05,11.56,17.8,3.57,10.58
1926.06,12.11,17.7,3.54,11.2
1926.07,12.62,17.5,3.51,11.87
1926.08,13.12,17.4,3.48,12.49
1926.09,13.32,17.5,3.45,12.69
1926.1,13.02,17.6,3.43,12.43
1926.11,13.19,17.7,3.4,12.62
1926.12,13.49,17.7,3.37,13.01
1927.01,13.4,17.5,3.34,13.19
1927.02,13.66,17.4,3.34,13.63
1927.03,13.87,17.3,3.34,14.03
1927.04,14.21,17.3,3.34,14.49
1927.05,14.7,17.4,3.34,15.0
1927.06,14.89,17.6,3.34,15.12
1927.07,15.22,17.3,3.34,15.82
1927.08,16.03,17.2,3.33,16.86
1927.09,16.94,17.3,3.33,17.82
1927.1,16.68,17.4,3.33,17.54
